Age,Deuterium,Temperature
63387.5469,-441.4,-9.05
63448.2148,-440.1,-8.83
63507.5664,-438,-8.49
63563.9297,-427,-6.68
63615,-427.9,-6.82
63665.7383,-437.1,-8.34
63719.6562,-426.7,-6.63
63770.9414,-440.3,-8.87
63828.8789,-434.3,-7.88
63883.6094,-434.2,-7.86
63937.668,-429.7,-7.12
63989.0898,-431.7,-7.45
64042.2695,-438.3,-8.53
64100.1406,-441.6,-9.08
64159.9023,-437.4,-8.38
64218.4023,-439.8,-8.78
64277.7773,-443.1,-9.32
64339.8828,-439.4,-8.71
64398.9492,-436.6,-8.24
64456.7852,-440.1,-8.82
64516.2852,-441.9,-9.11
64577.2305,-437.6,-8.4
64635.375,-442.7,-9.24
64696.7656,-437,-8.3
64755.9609,-443.3,-9.34
64817.4492,-441.3,-9.01
64878.8672,-440.2,-8.82
64939.0859,-440.6,-8.89
64998.4062,-433.5,-7.72
65053.8555,-433.5,-7.72
65110.793,-446,-9.77
65173.0781,-437.4,-8.36
65232.0664,-441.5,-9.03
65293.1445,-439.3,-8.67
65353.3438,-442.2,-9.14
65415.3438,-443.9,-9.42
65478.5625,-440.1,-8.79
65539.4141,-444.8,-9.56
65602.8359,-438.1,-8.46
65663.0625,-441.4,-9
65724.3047,-443.6,-9.36
65787.8047,-445,-9.59
65852.0625,-440.1,-8.78
65913.8906,-443.2,-9.29
65976.9297,-445,-9.58
66041.9219,-444.4,-9.48
66106.2969,-442.5,-9.17
66170.1328,-446.4,-9.81
66236.1953,-442.7,-9.2
66299.2109,-442.2,-9.11
66361.5312,-440.5,-8.83
66423.0469,-441.8,-9.04
66484.8203,-434.6,-7.85
66541.3672,-445.9,-9.71
66605.9922,-439.6,-8.67
66667.1094,-438.3,-8.46
66726.9688,-442.9,-9.21
66789.8516,-443,-9.23
66852.6562,-438.6,-8.5
66913.375,-441.7,-9.01
66975.625,-445.4,-9.61
67040.9453,-440.6,-8.82
67103.0547,-444.1,-9.39
67167.1172,-443.3,-9.26
67231.3516,-444.4,-9.44
67296.0156,-440.9,-8.86
67358.1406,-441.2,-8.9
67420.6094,-444.2,-9.4
67484.8984,-440.5,-8.78
67545.8125,-434.6,-7.81
67603.7422,-442.5,-9.11
67665.8203,-442.6,-9.12
67729.4297,-443.8,-9.32
67792.9688,-430.5,-7.12
67847.8203,-441.1,-8.87
67908.3984,-439.5,-8.6
67968.9219,-437.5,-8.27
68028.5938,-442.3,-9.06
68091.4844,-445.8,-9.63
68158.1172,-445.1,-9.51
68224.25,-443.9,-9.31
68289.4453,-434.7,-7.79
68345.9219,-436.2,-8.04
68403.3594,-435.5,-7.92
68460.1641,-433.5,-7.59
68516.5234,-436.9,-8.15
68573.8828,-434.6,-7.77
68631.1094,-439.7,-8.6
68691.5391,-436.9,-8.14
68751.1797,-444.7,-9.42
68815.5547,-441.9,-8.96
68879.3359,-441.7,-8.92
68942.7031,-446.5,-9.71
69009.4688,-441.3,-8.85
69074.0078,-446.3,-9.67
69140.8828,-440.7,-8.75
69203.6875,-443.6,-9.22
69268.0547,-442.2,-8.99
69332,-441.6,-8.89
69394.4141,-431.7,-7.26
69450.3672,-439.2,-8.49
69510.6406,-441.1,-8.8
69572.5234,-438.3,-8.34
69632.2344,-429.6,-6.91
69685.75,-433.7,-7.58
69741.4766,-431.8,-7.27
69796.2891,-435.9,-7.94
69854.1562,-436.7,-8.07
69912.5703,-433.2,-7.49
69969.2344,-434.4,-7.69
70025.3594,-432.3,-7.34
70080.8047,-434.6,-7.72
70137.2266,-429,-6.79
70189.5781,-428.2,-6.66
70241.2734,-433.6,-7.55
70296.4219,-425.9,-6.28
70347.1953,-428.4,-6.69
70398.625,-427.9,-6.61
70449.8828,-426.7,-6.41
70499.5156,-419.4,-5.2
70545.875,-424.5,-6.04
70594.0078,-421.9,-5.61
70640.9922,-422,-5.63
70687.8047,-418.5,-5.05
70732.5703,-421.2,-5.5
70778.7109,-421.4,-5.53
70825.6016,-424.1,-5.98
70873.1172,-420.7,-5.41
70922.0703,-434.7,-7.72
70976.4062,-432,-7.27
71030.25,-419.7,-5.25
71078.4219,-430.9,-7.09
71130.4922,-426.8,-6.41
71181.5312,-425.6,-6.21
71231.3203,-424.4,-6.01
71280.3516,-424.6,-6.04
71330.0547,-430.7,-7.05
71383.3984,-431.6,-7.19
71438.0156,-429.1,-6.78
71490.7422,-429.7,-6.88
71543.5234,-423.5,-5.85
71592.4141,-428.7,-6.71
71644.625,-429.5,-6.84
71697.4922,-428.4,-6.65
71750.0625,-430.5,-7
71803.6172,-429.9,-6.9
71856.8203,-428.1,-6.6
71909.6953,-431.1,-7.09
71963.8594,-432.3,-7.28
72018.7891,-430.2,-6.94
72074.0547,-437,-8.05
72132.0703,-430.9,-7.05
72187.1719,-434.2,-7.59
72244.2344,-432.5,-7.3
72300.9219,-438.2,-8.24
72362.87,-442.2,-8.89
72426.08,-436.2,-7.9
72486.28,-437.7,-8.14
72546.88,-438.8,-8.32
72608.3,-438,-8.19
72668.74,-434.8,-7.66
72727.26,-434.5,-7.6
72785.02,-434.7,-7.63
72842.85,-433.4,-7.42
72899.48,-431.9,-7.17
72955.6,-434.9,-7.66
73011.97,-428.4,-6.58
73066.1,-430.3,-6.89
73119.42,-428,-6.51
73172.02,-427.6,-6.45
73225.09,-434.3,-7.55
73280.54,-425.9,-6.16
73332.7,-431.6,-7.1
73387.26,-427.7,-6.45
73439.54,-433.4,-7.39
73495.48,-422.1,-5.53
73544.63,-430.5,-6.91
73598.15,-426.4,-6.23
73649.64,-426.4,-6.23
73700.62,-425.7,-6.11
73751.65,-428.8,-6.62
73803.73,-425.3,-6.04
73854.45,-424.9,-5.97
73902.83,-414.2,-4.21
73947.32,-421.4,-5.39
73994.03,-422.2,-5.52
74041.9,-422.4,-5.56
74089.9,-418,-4.83
74135.2,-423.3,-5.7
74182.82,-416.1,-4.51
74227.62,-419.4,-5.06
74273.88,-424.3,-5.86
74321.52,-418.6,-4.92
74368.17,-420,-5.15
74414.06,-418.9,-4.97
74459.32,-415.9,-4.47
74502.55,-410.1,-3.52
74543.44,-416.9,-4.64
74587.23,-413.5,-4.08
74629.61,-415.7,-4.44
74673.95,-422.7,-5.59
74720.84,-420.9,-5.29
74768.27,-420.7,-5.26
74815.85,-423.5,-5.72
74863.96,-421.2,-5.34
74912.68,-425.9,-6.11
74961.69,-420.3,-5.19
75011.16,-429.3,-6.67
75062.73,-426.6,-6.22
75114.44,-424.4,-5.86
75164.71,-424.2,-5.82
75214.69,-425.2,-5.98
75265.18,-425.9,-6.1
75316.04,-425.3,-5.99
75367.54,-429.1,-6.62
75420.62,-429.4,-6.67
75474.13,-426.7,-6.22
75527.07,-431.2,-6.96
75581.68,-428.6,-6.52
75635.71,-434,-7.41
75693.32,-430.2,-6.78
75748.8,-435.2,-7.6
75807.89,-437.3,-7.94
75868.15,-434.2,-7.43
75926.47,-430.2,-6.77
75982.08,-431.6,-6.99
76037.83,-427.9,-6.38
76090.91,-427.5,-6.31
76143.87,-434.8,-7.51
76201.99,-431.2,-6.91
76258.08,-430.2,-6.75
76312.42,-426.3,-6.1
76365.05,-427.4,-6.28
76419.48,-438.4,-8.09
76477.77,-425.7,-5.99
76531.49,-431.7,-6.98
76586.77,-426.4,-6.1
76638.92,-428.1,-6.38
76692.25,-433,-7.18
76749.42,-431.6,-6.95
76805.52,-429.8,-6.65
76860.79,-431.3,-6.89
76915.71,-427.2,-6.21
76968.87,-426.3,-6.06
77020.83,-426.1,-6.03
77072.64,-426.7,-6.12
77125.36,-430.7,-6.78
77178.8,-420.9,-5.16
77228.8,-428.3,-6.38
77280.83,-424.6,-5.77
77331.75,-424,-5.66
77382.3,-427.9,-6.31
77435.44,-432.6,-7.08
77492.34,-428.7,-6.43
77546.39,-428.9,-6.46
77600.94,-432.4,-7.04
77657.68,-432.5,-7.05
77714.67,-431.1,-6.81
77770.5,-428.5,-6.38
77825.13,-430.4,-6.69
77880.08,-428.9,-6.44
77934.54,-429.9,-6.6
77989.44,-425.9,-5.94
78041.27,-427.5,-6.2
78094.45,-430.1,-6.63
78148.91,-424.4,-5.69
78200.18,-424.8,-5.75
78252.4,-434.8,-7.4
78309.68,-430.2,-6.64
78364.29,-421.8,-5.25
78414.92,-424,-5.61
78465.4,-427.1,-6.12
78517.63,-427.2,-6.13
78569.6,-422.4,-5.34
78619.98,-424.4,-5.67
78670.02,-423.1,-5.45
78719.32,-419.9,-4.92
78767.39,-421,-5.1
78816.68,-428.4,-6.32
78868.11,-422.9,-5.41
78918.97,-424.3,-5.64
78969.4,-424.5,-5.67
79021.81,-433.5,-7.15
79076.47,-420.6,-5.02
79127.2,-426.9,-6.06
79178.2,-421.3,-5.13
79228.33,-428.2,-6.27
79279.67,-417.1,-4.44
79326.86,-419.8,-4.88
79373.62,-419.1,-4.76
79421.44,-424.1,-5.59
79470.38,-420.3,-4.96
79520.26,-428.4,-6.29
79570.99,-418.8,-4.71
79620.72,-426.6,-5.99
79669.82,-416.1,-4.26
79716.24,-414.9,-4.06
79762.08,-424.1,-5.57
79810.45,-421.4,-5.13
79859.9,-423.3,-5.44
79909.99,-425.3,-5.77
79960.92,-423.4,-5.45
80010.77,-419.8,-4.86
80058.95,-420.2,-4.92
80106.6,-420.1,-4.9
80153.27,-413.4,-3.8
80198.49,-426.5,-5.96
80249.02,-418.4,-4.62
80296.81,-423.1,-5.39
80345.93,-416.9,-4.37
80391.91,-420.2,-4.91
80439.66,-422.3,-5.26
80489.02,-420.8,-5.01
80537.35,-421,-5.04
80585.72,-419.9,-4.86
80633.13,-417,-4.38
80679.18,-418.7,-4.66
80726.18,-421.6,-5.14
80773.98,-417.7,-4.49
80820.94,-418.9,-4.69
80868.63,-423.9,-5.52
80917.5,-419.2,-4.74
80966.48,-423.8,-5.5
81016.05,-422.5,-5.28
81065.36,-419.1,-4.72
81114.07,-423.8,-5.49
81164.08,-424.6,-5.63
81214.65,-421.1,-5.05
81263.56,-418.7,-4.65
81310.09,-414.2,-3.91
81355.08,-416.9,-4.35
81400.97,-422.4,-5.26
81449.98,-422.1,-5.21
81498.97,-417,-4.37
81545.28,-417,-4.37
81591.03,-417,-4.37
81636.92,-419.6,-4.8
81683.03,-406.6,-2.65
81724.66,-415.6,-4.14
81766.97,-411,-3.38
81810.48,-416,-4.21
81854.51,-415.2,-4.07
81899.09,-414.3,-3.93
81943.42,-421,-5.03
81991.86,-416.3,-4.26
82037.39,-418.3,-4.59
82083.62,-413,-3.71
82128.08,-419.2,-4.74
82173.7,-413.8,-3.85
82218.38,-414.2,-3.91
82261.15,-408.5,-2.97
82302.57,-409.4,-3.12
82343.35,-412.5,-3.63
82385.79,-408.4,-2.96
82426.81,-412.2,-3.59
82469.2,-413.9,-3.87
82511.71,-408.9,-3.04
82554.43,-417.1,-4.4
82598.7,-412.2,-3.59
82641.84,-402.6,-2.01
82679.6,-413.4,-3.79
82721.38,-412.1,-3.58
82763.31,-407.2,-2.77
82804.43,-411.5,-3.48
82846.16,-413.1,-3.74
82889.4,-413,-3.73
82932.31,-409.4,-3.14
82974.44,-414.3,-3.95
83016.03,-405.5,-2.49
83057.29,-411.7,-3.52
83098.01,-405.4,-2.48
83137.17,-406.4,-2.65
83176.39,-407.1,-2.76
83215.91,-407.5,-2.83
83255.28,-405.3,-2.47
83294.13,-404.3,-2.3
83332.76,-412.6,-3.68
83374.83,-411,-3.41
83417.36,-411.9,-3.56
83460.43,-414.8,-4.04
83503.44,-407.5,-2.84
83544.89,-415.1,-4.09
83589.32,-412.3,-3.63
83632.2,-410.7,-3.37
83674.68,-412.8,-3.71
83716.28,-405.8,-2.56
83756.46,-405.5,-2.51
83796.14,-418.7,-4.69
83842.59,-410.8,-3.39
83885.1,-414.1,-3.93
83928.76,-411.1,-3.44
83970.3,-404.9,-2.41
84011.68,-415,-4.08
84053.99,-410.6,-3.36
84097.09,-415.5,-4.17
84141.94,-410.1,-3.28
84184.4,-419.9,-4.89
84231.46,-413.3,-3.81
84276.48,-416,-4.25
84322.04,-417.2,-4.45
84367.27,-411.2,-3.46
84411.01,-411.9,-3.58
84454.52,-416.3,-4.3
84499.51,-413.5,-3.84
84543.97,-414.9,-4.07
84588.88,-412,-3.59
84631.81,-410.2,-3.3
84674.46,-413.7,-3.88
84718.63,-416.4,-4.32
84765.08,-420.5,-5
84812.61,-415.9,-4.24
84858.24,-409.9,-3.25
84902.82,-422.6,-5.35
84951.34,-418.2,-4.62
84999.28,-416.4,-4.32
85045.87,-418.3,-4.64
85093.45,-419.7,-4.87
85142.02,-416,-4.26
85187.62,-406.2,-2.64
85229.18,-419.5,-4.84
85275.85,-418.5,-4.67
85323.7,-417.4,-4.49
85371.13,-418.3,-4.64
85419.4,-421.9,-5.23
85467.76,-414.4,-4
85515.35,-420.8,-5.05
85563.7,-420.3,-4.97
85613.15,-420.4,-4.99
85661.99,-417.4,-4.49
85710.04,-419,-4.76
85758.88,-423.1,-5.43
85809.58,-422.5,-5.33
85860.64,-422.1,-5.27
85911.49,-422,-5.25
85961.51,-417.9,-4.57
86010.16,-419.1,-4.77
86058.78,-420.6,-5.02
86107.56,-416.8,-4.39
86156.61,-425.7,-5.86
86208.29,-421.9,-5.23
86259.86,-422.3,-5.3
86310.98,-422.5,-5.33
86361.87,-420.4,-4.98
86412.92,-425.4,-5.81
86465.54,-424.6,-5.68
86519.18,-426.5,-5.99
86573.83,-428.1,-6.25
86629.75,-428.5,-6.32
86685.53,-419,-4.75
86735.4,-427.1,-6.09
86790.24,-425.3,-5.79
86844.16,-427,-6.07
86898.84,-422.5,-5.32
86951.92,-429.8,-6.53
87007.78,-424.6,-5.67
87063.12,-430.3,-6.61
87120.96,-433.7,-7.17
87182.13,-436.3,-7.6
87246.05,-435.9,-7.53
87309.76,-430.1,-6.57
87368.07,-423.6,-5.49
87423.1,-430.6,-6.65
87480.84,-432.7,-6.99
87541.26,-429.5,-6.46
87599.33,-431.8,-6.84
87657.58,-424.1,-5.57
87714.2,-435.4,-7.44
87773.63,-425.8,-5.85
87830.63,-432.6,-6.97
87890.56,-429.9,-6.52
87948.52,-427,-6.04
88004.3,-425.5,-5.8
88058.91,-425.2,-5.75
88114.14,-430.3,-6.59
88171.78,-429.9,-6.52
88229.79,-426.4,-5.94
88285.91,-432.1,-6.88
88345.53,-425.6,-5.81
88401.2,-429.3,-6.42
88459.3,-432.9,-7.01
88518.37,-424.9,-5.69
88574.45,-427.7,-6.15
88630.63,-428.4,-6.27
88687.61,-424.9,-5.69
88741.86,-422.3,-5.26
88794.09,-424.4,-5.61
88847.46,-421.3,-5.1
88899.35,-423.9,-5.53
88952.11,-421.3,-5.1
89005.1,-429.4,-6.44
89061.89,-428.5,-6.29
89118.81,-424.6,-5.64
89174.12,-427.3,-6.09
89230.18,-427.7,-6.16
89286.44,-418.7,-4.67
89336.43,-420,-4.89
89386.87,-421.4,-5.12
89438.34,-419.7,-4.84
89488.66,-421,-5.05
89539.94,-422.2,-5.25
89592.45,-428.1,-6.23
89649.56,-427.4,-6.11
89705.06,-419.2,-4.76
89756.82,-421.7,-5.17
89808.44,-422,-5.22
89860.99,-423.8,-5.52
89913.45,-418.8,-4.7
89963.23,-413.9,-3.89
90011.55,-420.7,-5.01
90061.99,-423,-5.39
90114.85,-423.4,-5.46
90168.27,-423,-5.4
90221.69,-423.4,-5.46
90273.65,-414.4,-3.98
90324.04,-428.9,-6.37
90379.63,-425.8,-5.86
90435.59,-422.5,-5.32
90488.73,-420,-4.91
90539.84,-431.3,-6.77
90600.48,-430.2,-6.59
90660.24,-428.9,-6.38
90718.98,-427.9,-6.21
90776.7,-426.1,-5.92
90833.03,-424.4,-5.64
90887.8,-419.8,-4.88
90938.97,-421.5,-5.16
90991.42,-424.6,-5.67
91046.39,-424.8,-5.71
91101.14,-421.5,-5.16
91155.5,-430.2,-6.6
91213.17,-425.1,-5.76
91270.36,-428.6,-6.34
91328.02,-425.8,-5.87
91384.62,-425.5,-5.82
91440.72,-431,-6.73
91499.66,-415.8,-4.22
91550.4,-420.2,-4.95
91601.99,-424.1,-5.59
91656.78,-426.8,-6.04
91713.76,-427.7,-6.19
91770.63,-422.1,-5.27
91825.31,-424.6,-5.68
91880.25,-424.2,-5.61
91935.07,-419.9,-4.9
91986.99,-422.3,-5.3
92040.4,-422.6,-5.35
92094.17,-422.5,-5.33
92148.18,-425.1,-5.76
92203.96,-425.6,-5.85
92260.07,-424.3,-5.63
92315.21,-422.1,-5.27
92367.78,-415.2,-4.13
92418.29,-421.6,-5.19
92470.66,-424.3,-5.63
92524.79,-419.7,-4.87
92577.31,-421,-5.09
92629.06,-415.7,-4.21
92679.45,-425.9,-5.9
92734.47,-418.6,-4.69
92785.87,-419.9,-4.91
92837.64,-419.7,-4.88
92889.34,-419.2,-4.8
92940.72,-422.7,-5.37
92995.19,-426.8,-6.05
93051.45,-418,-4.6
93103.82,-422.4,-5.32
93156.98,-421.4,-5.16
93210.86,-424,-5.59
93264.34,-416.7,-4.38
93315.04,-415.8,-4.23
93364.4,-417.8,-4.57
93414.25,-417.2,-4.47
93464.64,-419.1,-4.78
93517.03,-426,-5.92
93572.01,-420.7,-5.05
93625.57,-419.7,-4.88
93676.42,-411.5,-3.53
93725.17,-423.7,-5.54
93777.86,-418.8,-4.73
93829.61,-417,-4.44
93879.97,-419.1,-4.78
93931.34,-419.5,-4.85
93983.11,-418.4,-4.67
94034.1,-416.4,-4.34
94083.75,-416.7,-4.39
94133.33,-415.2,-4.14
94182.09,-415.7,-4.22
94231.8,-424.1,-5.61
94286.36,-414.3,-3.99
94335,-418,-4.6
94385.83,-422.9,-5.41
94440.42,-415.8,-4.24
94489.67,-420,-4.93
94542.12,-420.1,-4.95
94594.75,-420.7,-5.05
94648.56,-427.2,-6.12
94705.11,-418.5,-4.68
94757.12,-414,-3.94
94804.57,-406.7,-2.73
94848.69,-408.4,-3.02
94892.68,-415.4,-4.17
94941.2,-410.8,-3.41
94986.93,-412.1,-3.63
95033.77,-416.9,-4.42
95083.44,-415.2,-4.14
95132.43,-415,-4.11
95181.6,-419.3,-4.82
95233.57,-422.7,-5.38
95288.26,-420,-4.94
95341.08,-420.6,-5.03
95394.45,-422.4,-5.33
95448.86,-420.3,-4.98
95502.1,-419.9,-4.92
95555.35,-422.6,-5.36
95608.96,-417.6,-4.54
95661.34,-420.5,-5.02
95714.35,-422,-5.26
95767.38,-415.7,-4.22
95818.85,-420.2,-4.96
95871.43,-422.2,-5.3
95923.68,-409.7,-3.23
95972.27,-419.1,-4.78
96023.93,-425.6,-5.86
96079.34,-415.2,-4.14
96130.17,-419.2,-4.8
96181.8,-416.3,-4.32
96231.77,-412.7,-3.73
96279.99,-418,-4.6
96331.2,-421.8,-5.23
96385.31,-419.6,-4.87
96438.05,-412.5,-3.69
96485.79,-425.5,-5.84
96543.02,-421.3,-5.15
96597.23,-418.8,-4.73
96648.96,-413.3,-3.82
96698.75,-423.2,-5.46
96752.36,-416.1,-4.29
96804.03,-419.2,-4.8
96855.49,-415.8,-4.24
96906.44,-418.7,-4.72
96958.09,-418.6,-4.7
97011.4,-424.7,-5.71
97064.92,-411.7,-3.56
97115.91,-421.1,-5.11
97167.23,-415.7,-4.22
97218.23,-416.3,-4.32
97268.36,-415.7,-4.22
97318.54,-416.6,-4.37
97368.76,-415.4,-4.17
97419.64,-420.7,-5.05
97472.44,-419.4,-4.83
97524.65,-413.4,-3.84
97575.18,-423.2,-5.46
97629.36,-418.8,-4.73
97682.42,-419.6,-4.86
97735.06,-410.8,-3.41
97782.53,-415.6,-4.2
97832.45,-419.2,-4.8
97885.14,-421.2,-5.13
97939.62,-420.6,-5.03
97993.61,-419.1,-4.78
98045.95,-413.3,-3.82
98095.2,-417.2,-4.46
98145.99,-415.4,-4.16
98196.92,-423.1,-5.44
98250.82,-412.5,-3.68
98301.64,-422.6,-5.35
98355.28,-418.2,-4.63
98408.24,-418,-4.59
98459.35,-412.8,-3.73
98509.38,-418.3,-4.64
98559.54,-412.5,-3.68
98609.75,-419.4,-4.82
98662.33,-422.5,-5.33
98717.48,-421.4,-5.15
98772.07,-417.7,-4.54
98825.32,-422.3,-5.3
98879.88,-417.3,-4.47
98932.62,-424.5,-5.66
98989.8,-416.4,-4.32
99040.95,-418.7,-4.7
99093.7,-418.5,-4.67
99147.21,-425.8,-5.87
99205.23,-424.1,-5.59
99262.59,-421.5,-5.16
99317.88,-418.8,-4.71
99372,-422.2,-5.28
99427.17,-420.9,-5.06
99481.99,-418.7,-4.7
99535.03,-415.7,-4.2
99585.96,-421.8,-5.21
99641.21,-415.7,-4.2
99692.05,-415.5,-4.17
99742.69,-418,-4.58
99795.04,-417.7,-4.53
99848.13,-424.2,-5.61
99903.93,-416.3,-4.3
99957.25,-420.7,-5.03
100010.47,-416.4,-4.32
100062.33,-414.9,-4.07
100113.72,-419.8,-4.88
100166.27,-416.5,-4.33
100217.86,-413.8,-3.89
100268.68,-419,-4.75
100320.96,-417.4,-4.48
100373.78,-419.1,-4.76
100426.31,-413.2,-3.79
100476.82,-418.5,-4.67
100528.82,-414.6,-4.02
100579.99,-420.5,-5
100634.16,-417.9,-4.57
100687.1,-417.2,-4.45
100739.34,-416.3,-4.3
100790.88,-416.2,-4.29
100842.23,-414,-3.92
100892.51,-421.3,-5.13
100947.75,-420,-4.92
101002.85,-421.5,-5.16
101058.33,-419.9,-4.9
101112.52,-415.9,-4.24
101164.82,-416.7,-4.37
101216.02,-413.2,-3.79
101265.68,-411.7,-3.54
101314.72,-414.7,-4.04
101363.11,-407.1,-2.79
101410.18,-411.1,-3.45
101458.38,-417.5,-4.51
101509.27,-413.7,-3.88
101560.92,-419.5,-4.84
101613.92,-417.3,-4.47
101667.35,-418.6,-4.69
101720.31,-415,-4.09
101772.44,-418.3,-4.64
101825.28,-416.5,-4.34
101877.75,-416.5,-4.34
101929.93,-416,-4.26
101982.19,-420.6,-5.02
102037.54,-418,-4.59
102091.1,-416.9,-4.41
102143.74,-415.9,-4.24
102196.11,-419.9,-4.9
102252.17,-427.6,-6.18
102311.62,-418.9,-4.74
102367.9,-419.5,-4.84
102423.12,-421.3,-5.13
102479.28,-419.7,-4.87
102534.71,-419.1,-4.77
102589.64,-423.2,-5.45
102647.18,-416.4,-4.32
102701.69,-423.6,-5.51
102759.58,-424,-5.58
102818.78,-423.8,-5.54
102877.74,-422,-5.24
102935.4,-419.3,-4.8
102991,-426.3,-5.95
103052.15,-425,-5.74
103113.35,-427.9,-6.22
103175.19,-422.3,-5.29
103234.47,-432.5,-6.97
103301.87,-431.1,-6.74
103368.19,-428.2,-6.26
103432.9,-434.8,-7.35
103502.79,-432.6,-6.98
103570.94,-429.4,-6.45
103636.65,-434.5,-7.29
103705.47,-425.7,-5.83
103769.62,-432.1,-6.89
103836.12,-424.9,-5.69
103897.55,-428.3,-6.25
103960.65,-425.1,-5.72
104022.25,-424.8,-5.67
104083.48,-431.5,-6.78
104150.07,-427.8,-6.16
104212.47,-418.2,-4.57
104270.33,-424.7,-5.64
104330.17,-426.5,-5.94
104392.41,-423.7,-5.48
104452.53,-423.7,-5.47
104512.29,-422.6,-5.29
104571.97,-425.4,-5.75
104632.95,-422.4,-5.25
104691.82,-418.4,-4.59
104747.61,-420.3,-4.9
104804.4,-420.2,-4.88
104861.11,-418.7,-4.64
104917.66,-421.8,-5.15
104975.42,-420.8,-4.98
105032.73,-415,-4.02
105085.95,-420,-4.85
105143.07,-423.9,-5.49
105203.51,-424.6,-5.6
105263.83,-420.2,-4.87
105321.85,-419.7,-4.79
105379.05,-422.1,-5.18
105437.81,-420.3,-4.89
105495.12,-418.8,-4.64
105551.52,-419.5,-4.75
105608.38,-420.4,-4.9
105666.17,-422,-5.16
105725.1,-422.6,-5.26
105784.72,-421.8,-5.13
105843.87,-422.7,-5.27
105902.02,-412.2,-3.54
105955.56,-417.9,-4.48
106010.62,-420,-4.82
106066.94,-415.7,-4.11
106122,-418.1,-4.51
106177.62,-418.7,-4.6
106233.79,-414.7,-3.94
106287.17,-414.7,-3.94
106340.39,-416,-4.16
106394.38,-413.1,-3.68
106446.75,-414.7,-3.94
106499.35,-411,-3.33
106550.42,-412.6,-3.59
106601.29,-409.1,-3.01
106651.42,-413.4,-3.72
106703.57,-416,-4.15
106758.92,-422.2,-5.17
106817.56,-420.1,-4.83
106876.1,-418.9,-4.63
106933.3,-415.3,-4.03
106987.75,-420.1,-4.82
107045.9,-416.9,-4.29
107102.59,-421.2,-5
107161.89,-423.2,-5.32
107222.79,-421.6,-5.06
107283.07,-420.5,-4.87
107342.59,-426.3,-5.83
107406.15,-421.5,-5.03
107467.73,-424.5,-5.52
107529.85,-420.8,-4.91
107589.96,-424.9,-5.58
107653.49,-425.2,-5.63
107717.31,-424.7,-5.54
107781.28,-429,-6.25
107848.86,-428.9,-6.23
107917.02,-429.9,-6.39
107985.94,-430.4,-6.46
108055.51,-429.9,-6.38
108124.94,-430.8,-6.52
108195.23,-432.6,-6.81
108267.46,-433.1,-6.89
108340.46,-436.9,-7.51
108416.49,-430,-6.36
108487.42,-433.7,-6.97
108560.74,-431.1,-6.53
108632.37,-433.2,-6.88
108705.04,-430.1,-6.36
108776.27,-435.2,-7.19
108850.75,-430.6,-6.43
108922.13,-430.8,-6.46
108993.6,-438.6,-7.74
109071.79,-430,-6.31
109143.21,-427,-5.81
109210.99,-429.7,-6.25
109280.35,-428.7,-6.08
109348.84,-424.6,-5.39
109416.03,-434.6,-7.04
109489.7,-427.2,-5.81
109557.15,-426.1,-5.62
109623.76,-425.9,-5.58
109690.1,-426.1,-5.61
109756.42,-424.9,-5.41
109821.6,-422.5,-5.01
109885.32,-432.3,-6.62
109957.47,-426.6,-5.67
110024.51,-418,-4.25
110084.96,-424.7,-5.35
110151.15,-431.2,-6.42
110221.89,-426.4,-5.62
110290.06,-426.2,-5.58
110356.04,-419.5,-4.47
110418.55,-423.5,-5.12
110482.43,-424.4,-5.27
110547.87,-424.4,-5.26
110613.82,-426.3,-5.57
110681,-425.4,-5.41
110747.35,-421.6,-4.78
110811.37,-424.7,-5.29
110876.5,-421.8,-4.8
110940.18,-422.6,-4.93
111004.83,-425.8,-5.45
111071.29,-423.1,-5
111136.48,-422.9,-4.96
111200.33,-417.8,-4.12
111262.68,-427.6,-5.73
111330.42,-427.9,-5.77
111399.52,-421.4,-4.69
111464.65,-425.8,-5.41
111531.57,-424.5,-5.19
111597.73,-420,-4.44
111661.58,-426,-5.43
111728.75,-426.3,-5.47
111797.26,-425,-5.25
111864.7,-424.6,-5.18
111931.6,-422.5,-4.83
111997.09,-425.9,-5.38
112065.5,-427.4,-5.62
112135.06,-420.5,-4.48
112198.58,-421.3,-4.6
112263.04,-424.6,-5.14
112330.09,-427.6,-5.63
112399.56,-421.4,-4.6
112464.12,-418.7,-4.15
112526.88,-424.3,-5.07
112592.34,-418,-4.02
112653.52,-416.8,-3.82
112714.3,-420.1,-4.36
112777.16,-422.6,-4.77
112842.52,-421.9,-4.64
112907.49,-421,-4.49
112971.49,-418.6,-4.09
113033.82,-418.7,-4.1
113096.52,-424.7,-5.08
113161.87,-413.4,-3.21
113221.7,-416,-3.64
113281.09,-418.1,-3.98
113342.42,-415.4,-3.53
113402.59,-420.4,-4.35
113466.18,-422.1,-4.62
113531.17,-416.7,-3.73
113592.12,-414.9,-3.42
113652.36,-422.6,-4.69
113715.96,-414,-3.26
113775.62,-412.8,-3.06
113832.83,-411.4,-2.82
113888.92,-413.6,-3.18
113946.72,-412.7,-3.03
114003.81,-411.5,-2.83
114060.24,-411.8,-2.87
114115.63,-406.6,-2.01
114169.93,-413.5,-3.14
114226.59,-412.4,-2.96
114283.93,-413.2,-3.08
114341.7,-410,-2.55
