Age,Deuterium,Temperature
20025.9492,-439.5,-9.04
20071.9766,-442.1,-9.46
20117.7188,-437.5,-8.71
20163.3516,-444.1,-9.79
20210.3184,-440.6,-9.22
20257.0957,-442.5,-9.53
20304.3652,-443.5,-9.69
20352.4238,-443.7,-9.72
20401.0352,-446.5,-10.18
20450.209,-438.8,-8.92
20495.9707,-438.3,-8.83
20540.707,-441.2,-9.31
20587.1621,-442.3,-9.49
20634.5605,-443.3,-9.65
20682.7129,-443.2,-9.64
20730.7422,-439.5,-9.03
20776.4121,-441.5,-9.36
20823.2305,-441.8,-9.41
20870.3926,-442.2,-9.47
20917.7539,-441.7,-9.39
20965.4648,-446.3,-10.14
21014.8594,-440.9,-9.25
21062.2578,-442.5,-9.52
21109.1543,-437.8,-8.74
21154.6133,-439.7,-9.06
21201.1387,-445.6,-10.02
21250.2695,-445.7,-10.04
21299.6152,-440.6,-9.2
21346.3184,-436.9,-8.59
21390.1914,-432.8,-7.92
21434.5781,-446.1,-10.1
21482.3066,-443.7,-9.71
21530.7148,-438.8,-8.9
21577.6777,-443.3,-9.64
21625.9883,-446.2,-10.12
21675.7695,-442.9,-9.57
21724.0586,-439.2,-8.96
21770.1602,-437.7,-8.72
21814.9258,-436.2,-8.47
21859.1855,-442,-9.42
21906.5254,-440.3,-9.14
21953.1992,-443.1,-9.6
22001.8184,-442.2,-9.45
22049.8418,-444.4,-9.82
22099.4609,-445.4,-9.98
22149.8496,-443.5,-9.67
22198.8359,-438.3,-8.81
22244.4902,-445.8,-10.04
22295.082,-445,-9.91
22345.2188,-435.6,-8.36
22389.1641,-440.3,-9.14
22435.8457,-442,-9.41
22483.2734,-437.9,-8.74
22529.3027,-440.8,-9.22
22576.7812,-445.1,-9.92
22625.6934,-439.5,-9
22673.793,-445.5,-9.98
22723.0176,-441.7,-9.36
22771.8242,-443.3,-9.62
22820.5059,-441.9,-9.39
22869.25,-444,-9.73
22918.4688,-442.9,-9.55
22967.1543,-440.2,-9.11
23013.8984,-436.1,-8.43
23059.291,-438.6,-8.84
23104.0508,-434.9,-8.23
23148.9297,-439.5,-8.99
23194.9395,-440.7,-9.19
23241.9062,-438.3,-8.79
23288.9629,-447.2,-10.25
23339.7246,-441.8,-9.36
23388.4199,-439.3,-8.95
23435.4512,-441.3,-9.28
23483.0234,-437.7,-8.69
23528.8184,-438.9,-8.88
23575.1562,-439.9,-9.05
23622.0527,-437.4,-8.64
23667.7598,-439.3,-8.95
23714.5371,-441.4,-9.29
23762.5371,-441.8,-9.36
23811.9004,-448.1,-10.39
23864.0938,-445.4,-9.95
23915.5,-443.4,-9.62
23965.4355,-442.8,-9.52
24015.4004,-449.3,-10.58
24069.168,-443.8,-9.68
24119.4922,-442.1,-9.4
24168.3887,-440,-9.05
24215.8613,-439.7,-9
24263.4961,-444.3,-9.76
24313.582,-441.7,-9.33
24362.8691,-446.2,-10.07
24414.7129,-446.4,-10.1
24466.8223,-433.5,-7.98
24510.7676,-439.7,-8.99
24558.2148,-445.2,-9.9
24609.2773,-447.1,-10.21
24662.0449,-446.2,-10.06
24714.418,-445.6,-9.96
24766.2832,-445.2,-9.89
24817.8145,-443.1,-9.54
24867.9297,-444.9,-9.84
24919.125,-442.2,-9.39
24968.8086,-444.9,-9.83
25020.1719,-445.6,-9.95
25072.041,-444.9,-9.83
25123.2617,-442,-9.35
25172.9102,-442,-9.35
25222.8418,-447.2,-10.21
25275.8574,-448.9,-10.48
25330.25,-447.9,-10.32
25383.5371,-443.2,-9.54
25435.0898,-445.2,-9.87
25486.584,-445,-9.84
25538.1875,-444,-9.67
25589.2266,-443.2,-9.54
25639.5664,-441.8,-9.3
25690.2031,-447.2,-10.19
25742.6035,-446.2,-10.02
25795.1172,-443.2,-9.53
25847.0078,-448.9,-10.47
25899.9102,-439.6,-8.93
25949.5664,-443.7,-9.61
26000.4434,-447.3,-10.2
26053.0547,-439.9,-8.98
26102.5703,-445.2,-9.85
26154.2695,-445.9,-9.96
26206.6875,-441.1,-9.17
26256.5742,-448.6,-10.4
26311.1211,-445.9,-9.96
26363.7383,-440.2,-9.02
26412.6309,-445.8,-9.94
26465.1465,-442.2,-9.34
26515.5039,-443.7,-9.59
26566.7988,-446,-9.96
26619.8477,-447.4,-10.19
26673.8535,-446.9,-10.11
26726.7168,-440.5,-9.05
26777.0234,-443.1,-9.48
26827.7344,-444.6,-9.72
26879.9844,-447.1,-10.13
26933.0391,-443.8,-9.59
26985.3164,-444.8,-9.75
27037.375,-444.5,-9.7
27089.7832,-445.9,-9.93
27141.9375,-441.6,-9.22
27192.1699,-439,-8.79
27240.125,-435.9,-8.28
27287.25,-439.3,-8.84
27332.8496,-427.6,-6.91
27377.1953,-441.8,-9.25
27425.3438,-440.5,-9.03
27474.5488,-438.4,-8.69
27523.3613,-449.5,-10.51
27577.8301,-441.2,-9.14
27627.748,-433.4,-7.86
27673.0137,-432.5,-7.71
27717.084,-438,-8.61
27764.6152,-440,-8.94
27813.752,-442.8,-9.4
27864.0508,-436.6,-8.38
27911.5938,-439.2,-8.81
27960.6719,-445.7,-9.87
28013.5078,-447.8,-10.22
28067.9941,-441.3,-9.15
28118.6855,-443,-9.42
28170.1895,-446.1,-9.93
28223.8398,-443,-9.42
28275.3613,-438.7,-8.71
28323.7363,-439.8,-8.89
28372.5723,-435.6,-8.2
28418.7715,-433.4,-7.84
28464.5195,-438.6,-8.69
28511.9785,-438.1,-8.61
28560.0449,-438,-8.59
28608.334,-439.7,-8.87
28657.8711,-443.3,-9.46
28708.7324,-441.4,-9.14
28759.3203,-440,-8.91
28809.4668,-442.2,-9.27
28859.1074,-436.6,-8.35
28907.8145,-439.8,-8.88
28955.9531,-436.2,-8.28
29003.8848,-438.9,-8.72
29051.7754,-436.1,-8.26
29098.8965,-435.1,-8.1
29145.2129,-435.9,-8.23
29191.8301,-430.8,-7.39
29235.8301,-438.2,-8.6
29282.793,-431.8,-7.55
29327.9727,-434.1,-7.93
29374.7988,-443.2,-9.42
29424.6348,-439.9,-8.88
29474.418,-437.1,-8.42
29522.5469,-436.7,-8.35
29570.1211,-437.1,-8.42
29617.6895,-436.6,-8.33
29664.7227,-433.5,-7.82
29710.8398,-436.8,-8.36
29758.2891,-440.1,-8.9
29808.3535,-445.7,-9.82
29862.1523,-443.4,-9.44
29914.8301,-443,-9.38
29967.4492,-445.9,-9.85
30020.4102,-437.1,-8.4
30070.8145,-447,-10.03
30124.2676,-442.3,-9.25
30176.6895,-441.9,-9.19
30227.4238,-436.6,-8.31
30277.334,-446.5,-9.94
30329.6777,-438.4,-8.61
30380.3438,-441.2,-9.06
30431.0781,-442,-9.19
30482.6328,-442,-9.19
30534.4375,-442.6,-9.29
30586.1172,-440.1,-8.88
30636.8418,-440.1,-8.88
30687.2051,-440.1,-8.87
30737.5547,-440.1,-8.87
30787.9277,-440.1,-8.87
30837.3281,-432.2,-7.57
30883.7285,-439,-8.69
30932.8809,-439.5,-8.77
30982.8281,-438,-8.52
31031.8613,-444,-9.51
31085.4531,-446.6,-9.93
31140.6797,-442.7,-9.29
31193.6621,-443.8,-9.47
31247.418,-447.3,-10.04
31302.6406,-443.5,-9.42
31355.9746,-440.4,-8.91
31407.5488,-441.4,-9.07
31458.8652,-440.4,-8.9
31510.9707,-446.3,-9.87
31564.4492,-440.5,-8.92
31618.1094,-449.3,-10.36
31673.2285,-442.2,-9.19
31725.0352,-431.9,-7.5
31772.8711,-436.8,-8.3
31821.0098,-440.3,-8.88
31870.9727,-438,-8.5
31919.3457,-429.3,-7.07
31964.834,-435.7,-8.12
32011.5391,-428.3,-6.9
32055.2773,-437.4,-8.4
32103.8984,-438.9,-8.64
32153.625,-436.9,-8.31
32202.9141,-439.9,-8.81
32252.8555,-436.2,-8.2
32301.793,-437.3,-8.38
32349.9863,-433.7,-7.78
32398.5195,-441.2,-9.02
32447.7891,-434.7,-7.95
32496.4316,-435.6,-8.09
32545.3184,-442.1,-9.16
32597.5508,-445.8,-9.77
32652.2148,-443.9,-9.46
32706.5918,-443,-9.31
32760.9102,-446.5,-9.88
32815.9453,-442.6,-9.24
32869.2109,-438.7,-8.59
32920.7539,-442.7,-9.25
32972.9453,-439.6,-8.74
33023.8633,-436.2,-8.18
33072.793,-435.3,-8.03
33120.7695,-434.7,-7.93
33167.9531,-432.3,-7.53
33214.8672,-435.5,-8.06
33262.1484,-433.7,-7.76
33309.1289,-432,-7.48
33355.293,-437,-8.3
33404.3086,-435.5,-8.06
33452.6211,-438,-8.47
33502.3633,-436,-8.14
33551.0898,-435.9,-8.12
33599.3086,-433.5,-7.72
33648.0156,-443.2,-9.32
33699.25,-435.8,-8.1
33749.6367,-439.9,-8.77
33801.2656,-444.5,-9.53
33855.6289,-444.5,-9.53
33910.8281,-444.5,-9.53
33966.0586,-444.5,-9.52
34021.3086,-444.5,-9.52
34076.543,-442.3,-9.16
34130.0195,-438.5,-8.53
34180.7656,-442.1,-9.12
34234.1406,-441.2,-8.97
34287.043,-444.9,-9.58
34342.3594,-441.9,-9.08
34395.4219,-436.5,-8.19
34445.1758,-435.5,-8.03
34493.9297,-438.7,-8.55
34544.6602,-431.6,-7.39
34591.0703,-437.4,-8.34
34640.3516,-433.8,-7.75
34688.1055,-433.4,-7.68
34736.1562,-438.3,-8.48
34784.8047,-431.4,-7.35
34831.9688,-431.7,-7.4
34879.0938,-437.6,-8.37
34927.8945,-435.6,-8.04
34976.75,-433.5,-7.69
35023.9883,-429.5,-7.03
35069.375,-433.5,-7.69
35116.707,-437.9,-8.41
35166.957,-433.7,-7.72
35214.3594,-429.9,-7.09
35260.1953,-432.5,-7.52
35307.3125,-436.5,-8.18
35356.2852,-436.9,-8.24
35405.9102,-435.8,-8.06
35453.8516,-428.2,-6.81
35500.8984,-438.6,-8.52
35550.5195,-439.5,-8.67
35601.5859,-434.3,-7.81
35650.3281,-433.1,-7.61
35697.8906,-434.8,-7.89
35746.3633,-439.6,-8.68
35798.3828,-436.6,-8.18
35848.4102,-443,-9.24
35902.9375,-435.3,-7.97
35952.0195,-435.6,-8.02
36001.2422,-436,-8.08
36050.6719,-435.8,-8.05
36100.8008,-442,-9.07
36153.832,-439.7,-8.69
36206.2734,-438.8,-8.54
36257.8398,-437.5,-8.32
36308.2734,-434.6,-7.84
36357.2188,-434.6,-7.84
36406.0898,-436.1,-8.09
36455.6445,-436.8,-8.2
36505.5664,-435.9,-8.05
36554.9922,-434.2,-7.77
36604.4688,-438.3,-8.44
36654.6719,-436.1,-8.08
36704.707,-435.3,-7.95
36754.7539,-439.6,-8.66
36806.6406,-440.7,-8.84
36859.4375,-438.9,-8.54
36911.2891,-436.7,-8.17
36960.8945,-429.6,-7
37007.125,-427.3,-6.63
37051.3633,-435.1,-7.91
37100.3867,-434.9,-7.88
37149.457,-435,-7.89
37197.5195,-427.3,-6.62
37243.7148,-434.4,-7.79
37290.0352,-428.6,-6.84
37337.0938,-435.1,-7.91
37384.0273,-428.6,-6.84
37430.8398,-436.5,-8.14
37479.5,-428.7,-6.85
37525.0859,-430.7,-7.18
37570.6562,-423.8,-6.04
37613.3398,-424.6,-6.18
37655.6953,-425.2,-6.27
37697.3945,-418.3,-5.14
37737.125,-426,-6.41
37779.3281,-418.8,-5.22
37818.6484,-415.4,-4.66
37857.7188,-424.5,-6.16
37898.8711,-430.6,-7.17
37945.1172,-431,-7.23
37992.1211,-434.8,-7.86
38038.9141,-423.4,-5.98
38081.9805,-420.5,-5.5
38124.0781,-430.4,-7.13
38168.7891,-431.1,-7.25
38215.4414,-433.4,-7.63
38263.0977,-422.5,-5.83
38306.2227,-431.3,-7.28
38350.582,-425.3,-6.29
38394.9766,-427,-6.57
38439.1133,-429.8,-7.03
38484.4219,-427.3,-6.62
38528.832,-425.9,-6.39
38572.3047,-426,-6.41
38615.6914,-425.6,-6.34
38659.5195,-428.5,-6.82
38704.3984,-430.7,-7.18
38750.8477,-432.8,-7.53
38798.3945,-424.4,-6.15
38841.5781,-428.9,-6.89
38886.3242,-427.1,-6.59
38930.6836,-426.3,-6.46
38976.0234,-434.3,-7.78
39022.7617,-428.8,-6.87
39068.5117,-423.2,-5.95
39111.2344,-436,-8.05
39161.1562,-434,-7.73
39210.5312,-436.9,-8.2
39261.293,-436,-8.05
39311.8086,-435.5,-7.97
39362.1719,-436.9,-8.2
39412.9141,-435.5,-7.97
39463.3477,-435.9,-8.03
39514.7539,-441.9,-9.02
39569.0039,-443,-9.2
39624.7969,-442.4,-9.1
39679.8125,-436.8,-8.18
39732.2891,-443.3,-9.24
39787.2188,-434.7,-7.83
39837.918,-438.7,-8.48
39889.7344,-434.2,-7.74
39939.7812,-436.5,-8.12
39989.6875,-430.9,-7.2
40038.5508,-437.3,-8.25
40088.5391,-434.2,-7.74
40138.293,-433.3,-7.59
40188.375,-439.6,-8.63
40240.5078,-439,-8.53
40293.4922,-438.3,-8.41
40344.6562,-430.9,-7.19
40393.543,-433,-7.54
40441.4102,-431.3,-7.26
40490.3594,-439.1,-8.54
40542.5703,-441.2,-8.89
40596.8984,-440.2,-8.72
40651.0938,-440.1,-8.7
40705.2266,-440.8,-8.82
40759.1953,-438.4,-8.42
40812.0039,-436.7,-8.14
40865.1484,-444.3,-9.39
40919.6797,-436.8,-8.15
40972.4219,-436,-8.02
41023.1719,-434.5,-7.77
41073.0273,-433.3,-7.57
41123.3086,-439.4,-8.58
41174.2188,-431.7,-7.31
41222.582,-426.5,-6.45
41268.5273,-433.2,-7.55
41316.6484,-433.4,-7.58
41365.7305,-434.9,-7.83
41415.8516,-439.4,-8.57
41469.3281,-427.8,-6.66
41515.5898,-441,-8.83
41569.2031,-434.7,-7.79
41620.0195,-440.4,-8.73
41673.7695,-435.7,-7.95
41724.9414,-437.3,-8.22
41777.1836,-441.9,-8.97
41832.457,-438.2,-8.36
41885.3594,-440.9,-8.8
41940.1992,-440.5,-8.74
41994.8242,-440.6,-8.75
42049.6992,-442.5,-9.06
42105.7656,-442.4,-9.04
42161.168,-437.4,-8.22
42214.8008,-441.5,-8.89
42268.1523,-433.2,-7.52
42319.2695,-437.2,-8.18
42370.8594,-438.3,-8.36
42422.8047,-433.3,-7.54
42472.7852,-433.4,-7.55
42522.1875,-434.7,-7.77
42572.6758,-438.9,-8.46
42624.8398,-430.8,-7.12
42673.6016,-439.3,-8.52
42726.4883,-433.8,-7.61
42776.5625,-435.8,-7.94
42827.4922,-432.6,-7.41
42876.2031,-428.6,-6.75
42922.4609,-430.5,-7.07
42969.4883,-430.2,-7.02
43016.8047,-431.3,-7.2
43063.7734,-427.8,-6.62
43110.1172,-429.1,-6.83
43156.8789,-433.2,-7.51
43204.8594,-429.1,-6.83
43252.418,-436.4,-8.03
43303.3516,-435.8,-7.93
43354.0273,-426.9,-6.47
43399.5273,-429.7,-6.93
43446.5078,-432.3,-7.36
43495.3125,-435.6,-7.9
43546.0664,-436.6,-8.06
43597.0898,-432.4,-7.37
43646.6523,-433.6,-7.57
43696.3242,-435.1,-7.81
43746.0977,-431.5,-7.22
43796.2344,-438.8,-8.42
43848.7383,-440.4,-8.68
43902.1836,-436.4,-8.02
43953.5859,-435.9,-7.94
44004.9023,-440.8,-8.74
44058.3555,-440.3,-8.66
44112.4062,-438.2,-8.31
44165.9531,-441.3,-8.82
44220.7422,-441,-8.77
44276.0078,-439,-8.44
44329.9648,-436.6,-8.04
44381.8711,-430.5,-7.04
44431.0469,-434.1,-7.63
44481.8086,-440.8,-8.73
44534.9688,-438.2,-8.3
44588.0078,-439.2,-8.46
44640.9766,-435.8,-7.9
44692.2422,-433.8,-7.57
44742.668,-435.9,-7.92
44793.7539,-435.2,-7.8
44844.8242,-435.1,-7.78
44895.5391,-433.8,-7.57
44945.7812,-434.3,-7.65
44996.1289,-434.9,-7.75
45046.168,-431.4,-7.17
45095.0234,-431.1,-7.12
45142.543,-428.1,-6.62
45189.4297,-430.6,-7.04
45236.6836,-430.4,-7
45284.168,-429.9,-6.92
45331.3555,-427.9,-6.59
45377.3008,-429.1,-6.79
45423.6797,-427.4,-6.51
45469.9023,-430.2,-6.97
45516.8398,-429.8,-6.9
45562.168,-419.9,-5.27
45606.4023,-430.7,-7.05
45651.8398,-425.5,-6.19
45696.6992,-428.5,-6.69
45742.3828,-420.9,-5.44
45784.8477,-424.4,-6.01
45827.0469,-420.4,-5.35
45869.8086,-426,-6.28
45912.3516,-413.7,-4.25
45950.957,-419.1,-5.14
45991.8984,-424.5,-6.03
46035.5586,-429.5,-6.86
46080.4414,-423.1,-5.8
46123.9727,-419.7,-5.24
46165.1797,-426.6,-6.38
46209.7617,-426.2,-6.31
46253.8086,-425,-6.12
46297.8125,-425.4,-6.18
46341.4883,-422.5,-5.7
46384.3516,-422.6,-5.72
46426.6406,-417.3,-4.85
46465.8281,-415.6,-4.57
46503.7773,-412.3,-4.03
46541.75,-422.1,-5.64
46583.0586,-421.3,-5.51
46624.3125,-418.5,-5.05
46665.5703,-422.3,-5.68
46706.7891,-419.7,-5.25
46748.3516,-427.8,-6.58
46793.8125,-427.2,-6.49
46839.5742,-429.5,-6.86
46885.4414,-423.5,-5.88
46930.0898,-426.9,-6.44
46974.7695,-426.9,-6.44
47019.8555,-425.3,-6.17
47064.7266,-428.8,-6.75
47111.0234,-429.1,-6.8
47157.7344,-425.7,-6.24
47202.5938,-426.9,-6.44
47246.1719,-418,-4.97
47289.3398,-428.3,-6.67
47333.6016,-428.1,-6.64
47380.2383,-431.2,-7.15
47427.9141,-427.8,-6.59
47474.2695,-430.1,-6.97
47521.7969,-428.7,-6.73
47568.6562,-430.3,-7
47616.4492,-431.5,-7.2
47663.9375,-425.7,-6.24
47709.5664,-425.9,-6.27
47755.2852,-431.1,-7.13
47803.2578,-434.3,-7.66
47852.4219,-428.2,-6.65
47900.2695,-431.8,-7.25
47949.9453,-442.1,-8.94
48004.9102,-435.9,-7.92
48057.9961,-436.5,-8.02
48110.9883,-439.7,-8.55
48164.9297,-436,-7.94
48217.0703,-432.2,-7.31
48267.7578,-436.3,-7.99
48318.1914,-429.1,-6.8
48366.5234,-428.1,-6.63
48413.6953,-429.1,-6.8
48460.9883,-432.2,-7.31
48510.1289,-430.3,-7
48558.3789,-439.5,-8.51
48613.1289,-433.7,-7.56
48663.7305,-429.9,-6.93
48711.832,-438.3,-8.32
48765.5781,-437.4,-8.17
48818.9648,-430.8,-7.08
48867.3867,-430.4,-7.01
48915.2656,-427.5,-6.54
48962.3906,-433.8,-7.57
49012.3008,-434.4,-7.67
49063.2695,-433.9,-7.59
49114.6094,-437.4,-8.17
49166.7695,-432,-7.28
49217.6055,-436.7,-8.05
49269.4883,-434.2,-7.64
49321.543,-438.8,-8.39
49374.6875,-432.5,-7.36
49425.7578,-436.2,-7.96
49477.168,-431.3,-7.16
49526.3398,-428.8,-6.75
49574.6211,-433.6,-7.54
49624.293,-433.1,-7.45
49673.0312,-424.9,-6.1
49720.7617,-434.6,-7.7
49770.2188,-434.4,-7.67
49820.1133,-426.1,-6.3
49868.6797,-434.4,-7.67
49918.4375,-433.3,-7.49
49969.7734,-437.5,-8.18
50021.625,-430.7,-7.06
50070.9141,-428.2,-6.64
50118.2812,-430.1,-6.96
50165.8828,-427.3,-6.5
50212.332,-430.5,-7.02
50260.7617,-433.6,-7.53
50311.4062,-433.4,-7.5
50361.8672,-430.7,-7.06
50410.582,-430.7,-7.05
50458.0586,-422.1,-5.64
50503.3242,-431.4,-7.17
50551.1289,-433,-7.43
50601.9258,-437.1,-8.11
50652.4727,-425.8,-6.25
50700.5898,-430.5,-7.02
50748.6914,-433.3,-7.48
50797.7109,-427.9,-6.59
50846.2617,-433.4,-7.5
50895.8438,-432.6,-7.37
50945.4062,-428.5,-6.69
50993.1172,-428.6,-6.71
51040.8008,-435.5,-7.84
51092.3438,-432.7,-7.38
51142.7539,-432.7,-7.38
51192.8867,-431.7,-7.22
51242.3477,-430.1,-6.95
51290.6719,-430.5,-7.02
51339.1523,-429,-6.77
51386.9727,-431.7,-7.21
51435.7031,-428,-6.61
51482.7852,-426.9,-6.42
51528.4727,-424.2,-5.98
51574.8008,-432.9,-7.41
51622.457,-427.8,-6.57
51670.8984,-432.5,-7.35
51718.8594,-425,-6.11
51765.2383,-428.2,-6.64
51811.3008,-421.2,-5.49
51854.3594,-429.2,-6.81
51901.3789,-425.9,-6.26
51946.8125,-424.1,-5.97
51989.6562,-415.9,-4.62
52032.0547,-426.5,-6.36
52074.9102,-419.7,-5.24
52117.3633,-425.7,-6.23
52162.7773,-432,-7.27
52211.7422,-426.2,-6.32
52258.2695,-429.5,-6.86
52305.2383,-426.2,-6.32
52351.8867,-428.8,-6.75
52398.0625,-424.7,-6.07
52443.0195,-422.2,-5.66
52487.6367,-430.6,-7.04
52534.5234,-424.1,-5.97
52579.5,-426.4,-6.35
52624.8633,-419.9,-5.28
52667.9922,-428.6,-6.72
52713.3906,-424.9,-6.11
52757.0664,-415.8,-4.61
52799.2617,-424.9,-6.11
52842.5742,-425.3,-6.18
52887.6641,-428,-6.62
52934.6328,-429.2,-6.82
52982.1641,-426.2,-6.33
53026.1523,-413.6,-4.25
53067.4688,-422.7,-5.75
53109.5156,-425.3,-6.18
53153.2773,-418.6,-5.08
53194.918,-420.6,-5.41
53236.6484,-418.3,-5.03
53277.6445,-419.2,-5.18
53318.3555,-417.8,-4.95
53358.8828,-417.6,-4.92
53399.0742,-418,-4.99
53439.7344,-419.8,-5.29
53482.0469,-425.2,-6.18
53526.2422,-425.9,-6.3
53571.4648,-424.6,-6.08
53617.3125,-431.3,-7.19
53665.6602,-429.4,-6.87
53713.875,-428.1,-6.66
53760.9297,-421.3,-5.54
53803.9766,-425.6,-6.25
53848.4336,-421.3,-5.54
53892.6523,-427.2,-6.52
53937.7734,-425.6,-6.25
53983.9922,-428.1,-6.67
54030.5625,-427.1,-6.5
54077.6055,-430,-6.98
54124.9648,-422,-5.66
54168.8594,-423.8,-5.96
54213.0234,-423,-5.83
54256.4062,-420.5,-5.42
54300.6797,-430.3,-7.04
54347.4922,-429.5,-6.9
54395.875,-429.2,-6.86
54444.6133,-432.5,-7.4
54494.5508,-432.5,-7.4
54544.4648,-428.8,-6.79
54593.7695,-433.8,-7.62
54644.8203,-435.5,-7.9
54696.9414,-432.3,-7.37
54748,-432.4,-7.39
54797,-423.6,-5.94
54843.1797,-427.6,-6.6
54889.7227,-428.6,-6.76
54937.1484,-424.8,-6.14
54982.2852,-422.7,-5.79
55026.7773,-429.6,-6.93
55074.3633,-428.9,-6.82
55121.6289,-424.2,-6.04
55168.1797,-430.3,-7.05
55215.8203,-429.1,-6.85
55263.6094,-426,-6.34
55310.4023,-427.5,-6.59
55358.3828,-434.9,-7.81
55408.6914,-428.7,-6.79
55457.5938,-428.6,-6.77
55505.4531,-428.8,-6.81
55553.6367,-431.1,-7.19
55603.207,-432.2,-7.37
55653.9805,-435.5,-7.91
55707.1992,-438,-8.33
55761.332,-431.9,-7.32
55812.6211,-432.1,-7.35
55863.8281,-436.8,-8.13
55917.7344,-438.3,-8.38
55971.2539,-428.4,-6.75
56022.8438,-440.1,-8.67
56076.2383,-432.2,-7.37
56128.3242,-431.7,-7.29
56177.8047,-427,-6.52
56225.8945,-429.2,-6.88
56275.207,-436.5,-8.08
56326.3906,-427.7,-6.63
56375.6953,-429.9,-7
56424.375,-430.5,-7.1
56473.8086,-431.2,-7.21
56523.1641,-427.7,-6.64
56570.9062,-426.6,-6.46
56618.1289,-433.6,-7.61
56668.9414,-427,-6.52
56716.4766,-431,-7.18
56766.1406,-426,-6.36
56812.3203,-424.6,-6.13
56857.9062,-427.2,-6.56
56903.4688,-419.7,-5.32
56948.1797,-428.8,-6.83
56993.9883,-425.3,-6.25
57040.5195,-426,-6.37
57085.957,-422.1,-5.72
57129.7852,-418.9,-5.2
57171.6367,-423.7,-5.99
57215.6953,-417.5,-4.97
57257.5781,-421.9,-5.7
57300.1367,-421.2,-5.58
57345.7344,-434.6,-7.79
57394.6172,-427.7,-6.66
57442.6914,-423.5,-5.97
57487.7969,-422.2,-5.75
57531.9258,-426.3,-6.43
57578.1875,-427.4,-6.61
57625.2734,-422.6,-5.83
57669.0312,-419,-5.23
57712.8438,-429.4,-6.95
57760.0898,-430.7,-7.16
57809.2812,-428.6,-6.82
57857.2422,-425,-6.23
57903.5781,-424.8,-6.2
57948.9297,-423.4,-5.97
57993.8555,-424.2,-6.1
58038.6094,-419,-5.25
58080.9844,-427,-6.57
58126.7695,-419.2,-5.28
58170.1914,-423.4,-5.98
58212.1719,-413.9,-4.42
58254.1523,-423.7,-6.03
58296.5781,-417.6,-5.03
58338.0938,-416.9,-4.92
58379.207,-422.6,-5.86
58422.4062,-421.4,-5.66
58466.8242,-426,-6.42
58510.543,-416.3,-4.83
58552.1914,-414.9,-4.6
58591.6016,-418.5,-5.19
58633.2227,-420,-5.44
58675.6953,-421.2,-5.64
58717.8008,-416.6,-4.89
58759.9961,-422.9,-5.93
58803.2422,-422.1,-5.8
58847.2344,-423.8,-6.08
58892.1328,-422,-5.78
58936.1328,-422.7,-5.9
58980.2305,-422.1,-5.8
59024.1211,-421.5,-5.71
59067.4062,-419.7,-5.41
59110.0117,-419.4,-5.36
59152.6641,-429.8,-7.08
59201.4883,-414.3,-4.53
59241.6289,-424.2,-6.16
59286.0508,-424.8,-6.26
59332.9336,-431.1,-7.3
59380.8594,-423.8,-6.1
59425.8945,-416,-4.82
59468.8672,-424.9,-6.28
59513.5234,-426.5,-6.55
59560.2266,-424.3,-6.19
59605.9297,-422.2,-5.85
59650.5,-430.1,-7.15
59699.7461,-428.6,-6.9
59747.4883,-419,-5.32
59791.0938,-422.5,-5.9
59834.875,-422.6,-5.92
59879.0469,-421.4,-5.72
59924.5,-430.8,-7.27
59972.4023,-425.2,-6.35
60019.9414,-427.8,-6.78
60067.6875,-427.1,-6.67
60115.7578,-430.6,-7.25
60165.8398,-431.1,-7.33
60216.3477,-428.6,-6.92
60265.293,-427,-6.66
60313.1992,-432,-7.48
60364.4062,-428.9,-6.97
60413.5586,-424.5,-6.25
60459.7383,-430.6,-7.25
60509.832,-427.4,-6.73
60557.6719,-423.4,-6.07
60602.8906,-421.7,-5.79
60648.5039,-430.4,-7.22
60697.0156,-428.5,-6.91
60746.5742,-430.5,-7.24
60796.9492,-432.2,-7.52
60847.4961,-427.1,-6.68
60896.0117,-425.7,-6.45
60943.9102,-429.8,-7.13
60993.832,-433.7,-7.77
61044.5195,-425.5,-6.43
61093.6445,-429.8,-7.13
61142.4531,-428.1,-6.86
61191.7539,-429.5,-7.09
61241.5508,-430.9,-7.32
61292.2344,-431.3,-7.39
61342.9297,-429,-7.01
61394.0898,-435.7,-8.11
61447.0469,-432.6,-7.6
61499.2266,-428.7,-6.96
61549.7539,-431.6,-7.44
61601.1328,-433.6,-7.77
61653.6953,-432.1,-7.52
61705.668,-430.5,-7.26
61757.0195,-432.7,-7.62
61809.3164,-433.6,-7.77
61862.875,-437.2,-8.37
61918.75,-436.3,-8.22
61974.4961,-440.7,-8.94
62033.293,-436,-8.17
62089.0234,-434.6,-7.94
62143.5664,-435.3,-8.05
62198.3867,-436.1,-8.19
62254.2148,-438.6,-8.6
62311.7188,-440.2,-8.86
62370.582,-438.4,-8.57
62427.957,-430.4,-7.25
62479.7734,-440.5,-8.91
62538.7383,-440.4,-8.89
62598.1523,-440.1,-8.85
62657.0703,-438.2,-8.53
62714.707,-436.4,-8.24
62771.3164,-442.1,-9.17
62832.2109,-443.9,-9.47
62894.0898,-438.6,-8.6
62952.7656,-437.5,-8.41
63012.0156,-448.3,-10.19
63079.1367,-442.7,-9.27
63141.0586,-442.4,-9.22
63202.9414,-443.6,-9.41
63265.0312,-440.8,-8.95
63325.6562,-442.9,-9.3
