###,Series metadata
written by,Pyleoclim 1.0.0b0
time_unit,kyr BP
time_name,Age
value_unit,ppm
value_name,$CO_2$
label,EPICA Dome C CO2
lat,
lon,
archiveType,
importedFrom,
log,"({0: 'clean_ts', 'applied': True, 'verbose': False},)"
###,end metadata
Age [kyr BP],$CO_2$ [ppm]
473.21782,243.7
473.80084999999997,243.9
474.09236,245.6
474.97411,241.2
475.9252,233.1
476.9498,232.8
477.941,236.6
478.89246,239.1
479.40295000000003,236.5
479.77569,231.3
480.3283,220.8
480.72668,218.8
481.66296,223.8
482.58096,223.4
483.39538,227.3
484.17978999999997,231.4
484.93618,231.4
485.66752,231.2
486.39867,233.0
487.12925,232.9
487.84807,231.3
488.56545,237.1
489.30209,242.0
489.71979,240.9
490.02628999999996,252.8
490.49490999999995,249.3
490.73395,242.6
491.45108,243.3
492.15455,246.7
492.86378,243.7
493.59310999999997,239.7
494.30039,239.1
495.02413,238.3
495.72569,238.5
496.44407,237.6
497.18763,236.4
497.96598,236.5
498.73742,232.8
499.52678000000003,230.6
500.30478000000005,230.8
501.08396000000005,228.2
501.86142,230.8
502.63764000000003,231.2
503.41893,232.0
504.17719,232.2
504.91178,234.1
505.68424,233.9
506.48373,235.5
507.3124,236.0
508.11771999999996,238.2
508.94097999999997,237.0
509.78497999999996,240.3
510.65233,233.4
511.51245,236.4
512.36378,235.2
513.20474,242.0
514.0331199999999,238.2
514.8477800000001,239.2
515.65078,241.5
516.42098,243.0
517.15498,247.2
517.8760100000001,246.2
518.60046,245.5
519.32913,245.3
520.07336,247.7
520.82181,245.5
521.57447,243.5
523.80182,241.9
524.57087,236.8
525.337,235.8
526.107,233.7
526.8958100000001,230.3
527.6986899999999,227.8
528.5166899999999,224.7
529.4034300000001,222.7
530.29051,221.2
531.20138,220.3
532.07876,220.7
532.59253,214.5
532.98757,211.4
533.55437,204.4
533.93224,200.0
534.66818,195.1
535.0435600000001,193.8
535.69505,190.5
536.17847,199.8
537.33447,199.4
538.44076,205.0
539.5138199999999,206.4
540.58382,212.9
541.65382,211.2
542.7402099999999,205.0
543.84487,203.6
544.88599,208.1
545.86491,210.3
546.83015,209.6
547.80668,209.7
548.7707800000001,204.6
549.72011,202.5
550.23073,208.8
550.5825500000001,213.6
551.38109,215.2
552.11109,219.9
552.6815600000001,221.7
553.02092,222.3
553.24599,226.3
553.6193900000001,222.1
553.8086500000001,220.3
554.47962,223.6
555.1583499999999,224.3
555.84235,226.7
556.40702,233.9
556.9232900000001,241.0
557.19865,243.0
557.3850500000001,249.1
557.65714,244.0
557.83821,250.5
558.1545600000001,245.6
558.30602,240.4
558.7776899999999,238.1
559.31601,234.5
559.63676,229.7
559.87262,230.2
560.43662,230.3
560.9656,228.3
561.45074,231.6
561.88807,231.9
562.31049,234.6
562.6555999999999,234.1
563.13485,240.1
563.53574,242.3
563.9279,245.7
564.31056,245.8
564.7243599999999,247.6
565.1343,251.4
565.53896,252.4
565.89564,252.6
566.2453,251.4
566.58864,253.7
566.91835,254.3
567.23949,253.9
567.5486500000001,254.5
567.88489,253.2
568.20414,253.9
568.53424,252.8
568.93015,253.0
569.31459,250.2
569.68393,251.3
570.06725,250.0
570.4634599999999,251.3
570.86213,251.8
571.26144,251.8
571.63336,249.6
571.9746899999999,251.6
572.3155,250.3
572.66987,246.31
573.05352,247.66
573.47575,249.19
573.9130200000001,248.72
574.36465,251.77
574.806,251.86
575.2339599999999,252.08
575.65453,248.86
576.11285,252.54
576.5991,252.9
577.1151,251.3
577.6538499999999,251.34
578.1963499999999,251.08
578.74235,249.06
579.2805500000001,252.92
579.83312,251.47
580.2105,244.14
580.40178,243.81
580.814,236.17
581.11865,230.26
581.5465300000001,225.21
581.9283,219.41
582.45453,215.45
582.8363,209.88
583.57425,206.68
583.9588,210.64
586.72084,223.96
587.17185,225.99
587.88867,234.4
588.27935,238.78
588.9409,246.35
589.42535,250.2
590.04015,248.1
590.4888000000001,243.56
591.01947,237.38
592.38347,225.68
592.78552,229.39
593.56125,233.16
594.04675,238.15
594.8638100000001,237.98
595.43647,232.92
596.2215600000001,221.22
596.79113,216.44
597.8036099999999,216.27
598.32975,219.02
599.21822,225.97
599.81463,229.38
601.2551500000001,232.45
602.60075,237.86
603.94915,239.14
605.3031500000001,244.53
606.62591,248.48
607.9793000000001,254.58
609.2473,259.22
610.4295,257.74
611.55101,257.82
611.60063,259.68
612.76197,258.14
613.9428,256.19
615.1406,252.75
616.29912,252.9
616.3566,252.73
617.60957,252.64
618.95375,248.29
620.28375,245.89
621.65145,243.53
622.95073,243.89
623.05495,239.19
624.49695,237.93
625.39792,235.02
626.0475,228.51
626.9694300000001,215.71
627.8301,205.76
629.13962,199.52
629.76985,205.27
629.8661,200.78
631.5263199999999,200.46
632.3569399999999,196.5
634.07754,193.1
634.88114,195.95
635.00903,194.86
636.52156,194.0
637.71437,195.33
639.41827,188.85
640.37225,190.18
642.0746,191.38
642.8566500000001,191.56
644.3008299999999,195.31
645.15065,195.82
646.37695,189.89
647.25485,191.85
648.61242,193.48
649.1911,196.17
650.3484599999999,189.25
650.9471,193.44
652.10426,187.27
652.70895,186.79
653.73025,192.87
654.43865,194.82
655.52435,200.0
656.13265,200.35
657.1810899999999,192.93
657.6542099999999,189.23
657.722,190.88
658.7641,184.1
659.29382,187.38
659.4119000000001,185.68
660.46355,188.43
661.1183199999999,193.97
661.2159,191.59
662.28218,189.69
662.79661,193.91
662.87755,190.86
663.9375200000001,191.02
664.3204000000001,192.55
664.40809,187.77
665.3219399999999,180.17
665.8365200000001,180.54
666.7533599999999,174.77
667.40986,173.71
668.41526,177.71
668.9155400000001,180.67
669.8193,187.66
670.2963199999999,191.51
671.07075,194.88
671.45793,196.83
672.15088,194.79
672.76138,197.13
673.69611,201.12
674.22938,204.67
675.0284,211.69
675.40653,216.12
676.53074,222.57
677.15231,219.96
677.60074,216.59
678.3281800000001,218.21
678.74162,220.09
679.45537,229.16
679.73517,232.7
680.3125799999999,233.61
680.62761,233.11
681.22567,225.81
681.66993,227.9
682.34371,221.31
682.74009,219.14
683.45786,220.24
683.82875,222.7
684.4236800000001,225.64
684.75806,224.36
685.29484,221.82
685.67987,220.62
686.26911,220.63
686.58181,222.62
687.15404,222.7
687.4455,222.97
688.00038,226.73
688.30013,227.65
688.80987,227.64
689.15783,230.67
689.69326,232.07
689.9514499999999,232.27
690.47465,235.8
690.73639,236.45
691.22183,239.29
691.46767,238.42
691.96796,239.38
692.3183399999999,243.56
692.83246,239.3
693.07709,238.47
693.5740400000001,243.7
693.8212900000001,237.76
694.28035,239.34
694.5368199999999,240.46
694.94914,239.31
695.25926,239.8
695.7323100000001,236.8
695.98188,238.74
696.43489,238.05
696.64483,238.13
697.09029,239.44
697.34245,238.42
697.7466800000001,239.88
698.039,241.03
698.50554,240.9
698.75323,241.83
699.21575,238.86
699.43902,239.01
699.86471,239.73
700.1036899999999,237.21
700.48502,236.72
700.81484,236.61
701.26853,235.42
701.52452,232.46
701.99315,230.88
702.20092,232.16
702.73427,232.18
703.0099799999999,230.59
703.46852,233.35
703.79607,232.28
704.25052,232.83
704.58181,233.54
705.0533399999999,234.04
705.24391,235.09
705.72695,237.18
706.0532,237.66
706.49295,236.05
706.71074,236.05
707.3107,238.85
707.64373,233.51
708.1996800000001,233.58
708.4134499999999,233.11
708.95915,234.84
709.45379,231.43
709.9095500000001,230.51
710.4564499999999,227.03
710.98336,224.9
711.39904,225.39
712.02147,224.12
712.24373,224.0
713.3125,223.89
714.06558,227.64
714.4038,227.08
715.11573,223.14
715.56538,227.58
716.31016,213.6
716.58591,210.51
717.3482700000001,198.43
717.95548,189.88
718.7783499999999,193.46
719.28718,200.82
720.08729,212.03
720.59076,217.04
721.40752,219.2
721.68986,218.96
722.5058100000001,216.1
722.99459,212.11
723.78023,212.55
724.142,214.01
724.97536,210.48
725.4744300000001,211.49
726.24959,211.08
726.57686,211.43
727.8985,210.07
728.5939000000001,210.24
728.98753,211.08
729.8369399999999,210.01
730.26031,212.17
730.90831,210.16
731.18423,210.7
731.861,211.62
732.32175,213.73
732.9935,208.11
733.329,207.72
734.02223,210.6
734.46262,216.15
735.1345699999999,214.66
735.4099100000001,217.88
736.1073100000001,217.19
736.52222,213.14
737.26982,206.92
737.66012,204.52
738.58099,191.74
739.17456,185.61
740.10645,185.4
740.46092,183.39
741.3299000000001,184.77
741.87413,189.14
742.64475,188.65
743.06217,187.33
743.95908,188.18
744.52314,188.97
745.67105,187.29
746.6199300000001,190.24
747.17704,187.92
747.9402,187.95
748.33688,187.54
749.2629300000001,188.68
749.8141800000001,190.17
750.7064399999999,192.08
751.03625,191.3
751.97387,193.55
752.56588,197.5
753.48907,195.43
753.93465,203.9
755.1145799999999,199.05
755.58683,203.3
756.56617,208.1
756.85068,209.45
757.78545,213.61
758.36242,218.35
759.13569,222.72
759.56188,226.94
759.87821,223.02
760.1082700000001,225.37
760.51606,225.62
760.93994,222.71
761.86449,216.64
762.1660400000001,214.69
763.1018,214.0
763.77058,219.95
764.67688,223.89
765.1818199999999,222.93
765.58664,233.66
765.85148,229.41
766.1885,232.12
766.8089100000001,230.62
767.74716,224.86
768.11726,223.82
769.06138,221.64
769.65142,225.87
770.59915,230.63
771.02067,229.56
771.51933,236.32
771.81267,234.24
772.17526,239.71
772.4745600000001,243.89
772.7379599999999,246.49
772.99564,243.85
773.24982,246.03
773.6844699999999,237.78
774.04414,239.23
774.9588100000001,238.39
775.53801,241.74
776.33226,245.32
776.7827,248.92
777.68175,247.3
778.23279,252.46
779.0579799999999,254.93
779.36755,254.69
780.18892,254.43
780.71944,252.52
781.56283,257.21
781.8866800000001,251.51
782.72845,257.44
783.19853,255.02
784.26176,260.92
785.0340799999999,255.85
785.51905,259.66
786.1895999999999,262.23
786.56326,264.35
787.35551,269.36
787.8035699999999,266.0
788.47924,257.2
788.69187,257.02
789.49404,238.64
789.9530100000001,235.49
790.63941,227.38
791.05688,230.55
792.03078,224.69
792.6173,214.45
793.51939,213.36
793.85276,218.39
795.12245,208.79
795.68732,204.62
796.85259,198.79
797.3788199999999,197.91
798.6813000000001,200.49
801.2360600000001,198.68
802.87209,198.66
803.70925,202.65
803.92528,202.92
804.00987,207.5
804.5226700000001,204.86
805.13244,202.23
805.66887,207.29
