Tuned time [Ma],Foram bent δ13C [‰ PDB] (VPDB),Foram bent δ18O [‰ PDB] (VPDB)
1.567115,1.19,2.61
1.567949,1.16,2.71
1.569686,1.08,2.88
1.569728,0.7,2.7
1.572257,1.02,3.25
1.573178,0.97,2.97
1.574828,1.1,3.59
1.576975,0.07,3.23
1.5774,0.96,3.32
1.583147,1.04,3.16
1.583682,0.41,3.08
1.586845,1.06,2.93
1.586991,0.27,2.88
1.59712,0.44,3.1
1.598222,0.93,2.98
1.599988,0.5,3.16
1.600762,1.04,2.9
1.602111,1.05,2.92
1.602855,0.62,2.92
1.603879,1.36,2.96
1.605722,0.82,2.55
1.606,0.99,2.75
1.607327,1.25,2.61
1.609453,0.75,2.76
1.609523,0.95,2.97
1.611483,0.98,2.56
1.613046,1.1,2.85
1.613276,0.49,3.07
1.615638,1.0,2.83
1.616542,1.05,2.73
1.617048,0.47,3.03
1.6199,0.6,3.13
1.620588,0.4,2.78
1.622037,1.12,2.97
1.623257,1.06,2.83
1.624118,0.7,2.79
1.624281,1.1,2.87
1.624973,1.14,2.69
1.625946,0.9,2.75
1.626728,0.99,2.83
1.627621,0.88,2.64
1.627647,0.39,3.03
1.628251,0.04,2.95
1.6293,1.07,2.81
1.630975,0.83,3.26
1.630979,0.86,3.21
1.631176,-0.51,2.98
1.632657,0.87,3.0
1.634348,0.84,2.97
1.634592,0.0,3.24
1.63527,1.12,2.32
1.636087,1.11,2.62
1.63742,0.76,2.81
1.637471,1.21,2.74
1.637827,1.0,2.62
1.639566,0.97,2.58
1.639671,1.11,2.76
1.640247,0.54,2.54
1.641168,0.96,2.42
1.641306,0.93,2.62
1.641907,1.34,2.57
1.642908,1.1,2.61
1.643075,0.91,2.68
1.643962,0.87,2.59
1.644759,1.1,2.41
1.645026,1.13,2.81
1.645254,0.83,2.51
1.645676,-0.56,3.43
1.646835,0.9,3.17
1.64793,1.0,2.53
1.648644,1.26,2.5
1.648787,0.48,3.13
1.650454,0.98,3.31
1.651897,0.26,3.54
1.654072,1.0,3.34
1.65462,0.89,3.22
1.655007,0.16,3.49
1.657691,0.88,3.17
1.657965,0.81,2.37
1.658118,-0.07,3.36
1.6595,0.73,3.11
1.661228,0.23,3.43
1.663118,0.91,3.24
1.664338,0.04,3.27
1.664928,0.78,3.36
1.667449,0.87,2.71
1.668,0.58,3.16
1.668546,0.71,3.44
1.670356,0.73,3.37
1.672286,0.33,3.5
1.674268,0.81,2.95
1.674445,0.7,3.14
1.674452,1.05,2.98
1.67601,0.76,3.25
1.677077,1.0,2.86
1.677567,1.0,3.03
1.678759,1.09,2.95
1.679124,0.94,2.97
1.680916,1.04,2.83
1.685502,0.86,2.6
1.686911,0.8,2.73
1.688311,0.38,2.82
1.691119,0.75,2.76
1.691584,0.98,2.66
1.693857,1.06,2.67
1.693928,0.35,2.8
1.694698,0.38,2.68
1.696014,-0.08,3.2
1.696736,0.26,2.74
1.697813,0.92,2.4
1.699545,0.26,3.02
1.700328,-0.25,3.1
1.700928,-0.22,2.73
1.702353,0.22,3.02
1.702485,-0.26,2.84
1.704642,0.64,3.31
1.705213,-0.23,3.54
1.709433,0.91,2.87
1.710949,0.06,3.27
1.711872,0.86,2.97
1.713653,-0.19,2.57
1.714128,0.82,3.03
1.714311,0.74,2.67
1.716357,0.27,3.1
1.716357,0.54,2.79
1.716876,0.78,2.41
1.719476,0.44,2.51
1.720094,0.48,2.14
1.722827,0.6,2.73
1.723482,0.51,2.94
1.725177,0.76,3.04
1.729802,0.04,2.78
1.732086,0.85,2.83
1.732554,0.91,2.85
1.73392,0.88,2.88
1.734839,0.87,2.75
1.735586,0.35,2.8
1.736653,0.65,2.31
1.739476,0.81,3.53
1.741609,0.11,3.26
1.742388,0.71,3.54
1.744703,0.15,3.16
1.745952,0.66,2.96
1.747797,0.52,3.2
1.748656,0.93,3.76
1.751113,0.53,2.59
1.753517,0.03,3.39
1.753535,-0.01,2.98
1.755658,0.67,2.97
1.756761,0.53,2.39
1.760005,0.75,2.14
1.760637,1.01,2.05
1.763249,0.31,2.28
1.766493,0.83,2.53
1.767739,1.02,2.34
1.769737,0.58,2.57
1.773143,0.88,2.52
1.776813,0.6,2.56
1.780484,0.47,2.39
1.784154,0.19,2.99
1.787824,0.34,3.02
1.791495,-0.48,3.54
1.793525,0.61,3.57
1.795165,0.16,3.36
1.796376,0.98,2.49
1.797,0.74,3.49
1.798926,-0.46,2.95
1.799334,-0.21,3.07
1.799979,0.92,3.0
1.801667,-0.29,2.75
1.806333,0.73,2.96
1.806629,-0.59,3.11
1.807426,0.86,2.99
1.810481,0.49,2.88
1.811,0.89,2.98
1.811172,0.96,2.8
1.81411,0.22,2.65
1.815434,0.79,2.8
1.8155,0.84,2.66
1.817505,-0.63,2.79
1.819442,0.83,2.9
1.82,0.39,2.97
1.82,0.43,3.0
1.8209,-0.73,2.87
1.823351,0.02,2.93
1.823464,0.77,2.81
1.824725,0.2,2.59
1.826429,0.87,2.85
1.827513,0.46,2.71
1.828561,0.64,2.75
1.829507,1.26,3.88
1.831561,0.87,2.55
1.832014,-0.43,2.89
1.832598,0.89,2.89
1.83551,0.57,3.22
1.835751,0.6,2.69
1.836335,0.05,2.66
1.838903,0.68,3.48
1.839424,0.54,3.26
1.842055,0.52,3.63
1.843264,0.7,3.4
1.843698,-0.08,3.36
1.844727,0.72,3.23
1.846187,-0.64,3.07
1.846332,0.56,3.38
1.847194,0.81,3.26
1.848676,0.55,2.84
1.849399,0.73,2.96
1.849661,0.83,3.15
1.851165,0.58,2.65
1.852128,0.86,3.14
1.852466,0.88,2.9
1.854741,0.92,3.07
1.85572,0.81,2.68
1.855888,0.39,2.85
1.857803,0.9,2.91
1.858277,0.51,2.82
1.859159,0.82,3.08
1.860667,0.49,2.8
1.860865,0.81,3.05
1.862598,0.84,3.15
1.863927,0.82,3.3
1.866391,0.91,3.05
1.866952,0.51,2.75
1.86751,0.93,2.92
1.870429,1.02,2.78
1.871104,1.11,3.0
1.873565,0.84,2.85
1.874357,1.02,2.84
1.874448,1.04,2.9
1.877071,1.06,2.78
1.877906,1.02,2.92
1.879693,1.05,2.78
1.880333,0.87,2.51
1.881144,1.0,2.83
1.882316,1.0,2.84
1.883659,-0.35,2.65
1.884383,0.98,2.71
1.886592,-0.27,2.63
1.887185,1.02,2.76
1.889302,0.18,2.39
1.889884,0.95,2.71
1.892012,0.39,2.57
1.892583,0.8,2.76
1.89379,0.86,2.59
1.894722,0.35,2.46
1.895282,0.78,2.94
1.896232,0.76,2.75
1.897432,0.14,2.62
1.897981,0.75,2.73
1.898673,0.56,3.09
1.900142,0.64,2.84
1.90068,-0.12,3.32
1.903379,0.59,3.5
1.903394,0.67,2.72
1.905562,-0.02,3.43
1.906078,0.39,3.31
1.907708,0.16,3.46
1.908438,0.58,3.78
1.908777,0.58,3.2
1.909792,0.21,3.26
1.91088,0.45,3.2
1.911476,0.7,3.25
1.911875,-0.04,3.15
1.913905,0.8,3.2
1.913958,-0.73,2.94
1.917136,0.17,2.92
1.917824,0.73,3.27
1.919093,0.77,3.32
1.922212,0.26,2.61
1.922683,0.37,2.97
1.92533,1.05,3.12
1.926504,0.55,2.97
1.927034,0.98,3.01
1.928456,0.22,3.07
1.929714,0.67,2.73
1.931184,0.9,2.85
1.933728,-0.01,2.67
1.935333,0.9,2.75
1.93711,-1.03,2.69
1.938231,0.9,2.62
1.939994,-1.01,2.83
1.94055,0.08,3.07
1.941082,0.76,2.62
1.942877,0.76,2.64
1.945761,-0.32,2.51
1.946108,0.33,3.28
1.948888,0.7,3.07
1.949221,-0.63,3.39
1.949634,0.73,3.33
1.951527,0.51,3.14
1.951667,0.66,3.83
1.952485,0.6,3.28
1.954195,-0.03,2.87
1.954411,-1.05,2.97
1.955564,0.42,2.76
1.95562,0.6,3.16
1.957051,0.35,2.69
1.957557,-0.21,2.89
1.958526,0.58,2.95
1.959014,-0.11,2.83
1.959796,0.5,3.05
1.96004,0.59,2.78
1.961554,0.72,3.16
1.9627,-0.32,2.85
1.963068,0.88,2.93
1.964582,0.88,2.77
1.966096,0.9,2.84
1.967566,1.07,2.94
1.96761,1.19,2.67
1.969306,1.09,2.65
1.971066,0.61,2.51
1.972826,0.99,2.41
1.973341,0.88,2.59
1.974488,-0.16,2.63
1.974586,0.67,2.22
1.976264,1.05,2.33
1.976346,0.55,2.63
1.978613,-0.26,2.6
1.986905,0.55,2.91
1.986937,-1.05,3.18
1.987957,-0.26,3.82
1.990424,0.73,3.11
1.991313,-0.11,3.01
1.992184,0.43,3.25
1.993803,0.52,3.4
1.993944,0.72,3.22
1.996,0.79,2.8
1.997455,0.76,3.31
1.9985,0.74,3.05
2.001,0.82,2.88
2.002153,0.78,3.16
2.0035,0.76,2.93
2.006,0.83,2.79
2.007393,0.77,3.03
2.0085,0.54,2.62
2.011,-0.09,2.71
2.01205,0.95,3.01
2.012607,0.88,3.02
2.014214,-0.27,2.99
2.015418,1.02,2.65
2.015822,1.19,2.53
2.015914,0.44,2.48
2.017428,0.98,2.61
2.019036,1.0,2.69
2.020643,1.08,2.49
2.022155,1.12,2.45
2.022208,1.06,2.45
2.023744,0.99,2.36
2.024754,-0.14,2.19
2.024982,1.01,2.47
2.025278,0.94,2.58
2.026813,1.15,2.52
2.027578,-0.1,2.27
2.027674,0.62,2.24
2.028347,0.98,2.98
2.029881,0.99,2.79
2.030401,0.78,2.68
2.031415,1.16,2.5
2.032949,0.94,2.75
2.033057,1.06,2.95
2.034483,1.06,2.95
2.035748,1.28,2.93
2.036018,0.95,2.97
2.037552,0.93,3.03
2.03844,1.14,3.01
2.038873,0.92,2.91
2.039086,1.03,3.04
2.04062,0.95,3.12
2.041132,1.18,3.06
2.041724,0.76,2.94
2.042154,0.98,2.86
2.043689,0.97,2.42
2.043776,1.15,2.78
2.047643,-0.22,2.82
2.048291,0.99,2.32
2.049065,0.71,2.7
2.050602,0.35,2.79
2.05171,1.12,2.67
2.054355,0.97,2.56
2.056521,0.52,2.54
2.056999,0.78,2.39
2.0573,0.86,2.72
2.05948,0.5,2.65
2.059644,-0.01,3.02
2.060275,0.9,2.84
2.062321,0.21,3.47
2.062489,-0.61,3.09
2.06339,0.52,2.98
2.065044,0.77,3.37
2.065262,0.5,3.24
2.066697,0.3,3.41
2.068203,0.43,3.4
2.069071,-0.32,3.4
2.070006,0.2,3.41
2.071144,0.35,3.51
2.072362,-0.14,3.57
2.074085,0.29,3.57
2.074968,0.44,3.06
2.075653,-0.22,3.3
2.077026,0.51,3.11
2.07993,0.53,3.15
2.079967,0.22,3.56
2.081584,0.1,2.86
2.082605,0.28,3.36
2.083238,0.45,3.21
2.085209,-0.12,3.12
2.086486,-0.15,2.93
2.086546,0.37,3.07
2.087814,0.09,3.24
2.089676,0.79,2.6
2.092514,0.86,2.67
2.093023,0.7,3.02
2.093163,0.73,2.76
2.094268,0.14,2.7
2.095628,0.88,2.8
2.09614,0.9,2.57
2.098053,0.01,2.46
2.098395,0.9,2.72
2.099283,0.81,2.28
2.101439,0.79,2.57
2.102369,0.71,2.35
2.105033,0.04,2.67
2.105761,0.79,2.6
2.107527,0.83,2.9
2.108476,0.39,3.0
2.109079,0.83,2.74
2.110337,0.66,2.75
2.113105,0.28,2.78
2.115308,0.9,2.67
2.115872,0.91,2.74
2.118075,0.41,2.5
2.118423,0.77,2.53
2.118639,0.81,2.69
2.121406,0.59,2.77
2.124174,0.6,2.38
2.124652,-0.39,3.09
2.126032,0.11,2.79
